Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand
Mumbai,50940,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,6.95,10,Maruti
Coimbatore,99362,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.03,9,Hyundai
Ahmedabad,54000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,9,Toyota
Coimbatore,54268,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.67,9,Maruti
Kochi,38932,Petrol,Manual,First,19.1,1197.0,82.0,5.0,6.21,8,Hyundai
Mumbai,29000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.95,9,Hyundai
Delhi,58000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,11.0,14,Audi
Coimbatore,60913,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.19,9,Maruti
Delhi,65000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,6.4,14,Toyota
Hyderabad,19947,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.5,9,Hyundai
Chennai,70816,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.1,14,Hyundai
Delhi,54000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,5.95,10,Maruti
Hyderabad,80264,Petrol,Manual,First,21.1,1197.0,85.8,5.0,4.3,12,Maruti
Pune,125600,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.75,12,Nissan
Mumbai,49000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,8.95,10,Toyota
Pune,111000,Diesel,Manual,First,23.59,1364.0,67.1,5.0,4.75,13,Toyota
Coimbatore,33690,Petrol,Manual,First,14.28,1798.0,138.03,5.0,14.6,9,Toyota
Mumbai,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.5,13,Audi
Kolkata,38092,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.2,13,Maruti
Coimbatore,47774,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.04,8,Hyundai
Chennai,65000,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,6.75,6,Maruti
Kolkata,46000,Petrol,Manual,First,15.26,1598.0,103.5,5.0,2.35,14,Volkswagen
Hyderabad,16500,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.0,8,Tata
Kolkata,39000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.95,9,Honda
Jaipur,6000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,6.7,7,Honda
Chennai,97320,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,3.75,14,Volkswagen
Chennai,99807,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.75,14,Volkswagen
Pune,46000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.1,12,Honda
Mumbai,12000,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.45,15,Maruti
Kolkata,13002,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25,20,Skoda
Kolkata,26000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.5,11,Honda
Kochi,68365,CNG,Manual,First,26.6,998.0,58.16,5.0,3.77,11,Maruti
Kochi,51639,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.04,9,Maruti
Delhi,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.9,10,Hyundai
Bangalore,90000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25,12,Ford
Coimbatore,48997,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,5.21,11,Honda
Mumbai,31130,Petrol,Manual,First,15.85,1499.0,110.4,5.0,5.75,11,Ford
Coimbatore,75668,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,16.58,13,Jaguar
Delhi,12000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,11.0,10,Toyota
Pune,90000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.8,11,Hyundai
Delhi,85000,Diesel,Manual,Second,20.0,1968.0,108.5,5.0,3.65,14,Skoda
Hyderabad,130000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,6.0,18,Ford
Coimbatore,60328,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.54,12,Ford
Kochi,34327,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.4,10,Honda
Mumbai,75000,Diesel,Manual,First,19.1,1405.0,70.0,5.0,3.3,11,Tata
Hyderabad,86000,Diesel,Automatic,Second,14.7,1985.0,163.0,5.0,18.25,13,Volvo
Bangalore,12000,Petrol,Manual,First,22.7,799.0,53.0,5.0,3.1,8,Datsun
Kochi,57759,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.84,12,Hyundai
Kolkata,24300,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.44,9,Maruti
Bangalore,66000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.6,14,Volkswagen
Mumbai,75915,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.9,10,Hyundai
Chennai,107000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,2.9,12,Nissan
Chennai,86000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,3.5,17,Toyota
Jaipur,3000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.5,6,Maruti
Hyderabad,72495,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7.0,10,Hyundai
Chennai,33000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,8.7,9,Hyundai
Hyderabad,80103,Diesel,Manual,First,25.0,1396.0,69.0,5.0,1.8,9,Tata
Kolkata,42100,Petrol,Manual,First,18.0,995.0,62.0,5.0,0.99,18,Chevrolet
Kolkata,4500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.8,7,Hyundai
Mumbai,97000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,17.95,11,Toyota
Chennai,50000,Electric,Automatic,First,,72.0,41.0,5.0,13.0,9,Mahindra
Kochi,51223,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.66,8,Hyundai
Delhi,64000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.1,16,Honda
Kochi,56911,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.54,9,Hyundai
Kochi,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.4,6,Toyota
Ahmedabad,75180,Petrol,Manual,First,18.2,1061.0,64.0,5.0,1.65,18,Maruti
Jaipur,92000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,4.35,12,Maruti
Hyderabad,57266,Diesel,Manual,First,20.5,1248.0,91.72,5.0,6.5,10,Fiat
Delhi,64000,Petrol,Manual,First,18.2,998.0,67.1,5.0,1.11,18,Maruti
Mumbai,41000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.5,12,Renault
Delhi,45999,Diesel,Manual,First,10.5,2835.0,107.2,6.0,11.0,13,Mitsubishi
Pune,50000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.9,10,Maruti
Pune,70000,Diesel,Manual,First,17.88,1405.0,48.21,5.0,1.8,12,Tata
Kochi,37540,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.22,9,Hyundai
Hyderabad,44000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.3,11,Maruti
Hyderabad,22500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.99,8,Hyundai
Delhi,17431,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0,8,Hyundai
Delhi,61566,Petrol,Manual,First,17.1,1591.0,121.3,5.0,5.85,11,Hyundai
Chennai,68000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.9,16,Maruti
Mumbai,29000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,11,Honda
Kolkata,46500,Diesel,Manual,First,27.4,1498.0,98.6,5.0,3.3,12,Honda
Coimbatore,52830,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,8.08,16,Audi
Jaipur,39867,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.5,8,Maruti
Hyderabad,58972,Diesel,Manual,First,24.2,1498.0,98.6,7.0,6.5,11,Honda
Bangalore,66000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,3.9,19,Honda
Delhi,52000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,5.25,12,Hyundai
Bangalore,58000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,17.0,11,Hyundai
Ahmedabad,58000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.5,13,Hyundai
Hyderabad,75000,Diesel,Manual,Second,17.7,1399.0,68.0,5.0,3.0,17,Ford
Coimbatore,41008,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,4.87,10,Hyundai
Jaipur,65000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.0,11,Hyundai
Mumbai,19000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,15.5,10,Skoda
Pune,74000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,1.6,17,Ford
Pune,33000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.25,8,Maruti
Mumbai,95000,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,3.25,15,Skoda
Kolkata,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,3.4,13,Volkswagen
Kochi,52378,Petrol,Manual,First,17.0,1591.0,121.3,5.0,7.97,9,Hyundai
Delhi,38000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,13.51,13,Mercedes-Benz
Kochi,60334,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.43,10,Honda
Chennai,107000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,2.6,15,Ford
Kolkata,2196,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,8,Maruti
Kolkata,24000,Petrol,Automatic,First,10.6,2996.0,258.0,5.0,8.75,15,BMW
Coimbatore,44846,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,5.41,10,Fiat
Kochi,64035,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.55,7,Maruti
Mumbai,45600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.25,11,Mahindra
Coimbatore,47439,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.49,11,Hyundai
Bangalore,29000,Petrol,Automatic,First,21.9,624.0,37.48,4.0,2.8,9,Tata
Coimbatore,51681,Diesel,Manual,First,19.98,1461.0,108.5,8.0,8.43,9,Renault
Mumbai,42666,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95,9,Honda
Jaipur,65000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,5.5,12,Renault
Jaipur,18776,Petrol,Manual,First,17.8,1198.0,86.7,5.0,4.75,11,Honda
Jaipur,6714,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.75,9,Honda
Pune,40000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,9.5,16,BMW
Coimbatore,88539,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.77,14,Maruti
Delhi,65055,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.25,13,Honda
Chennai,60000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,4.0,16,Volkswagen
Kochi,59350,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.16,12,Maruti
Kochi,45560,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,6.34,9,Hyundai
Pune,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.5,16,Toyota
Chennai,55000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.75,9,Maruti
Delhi,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10.2,13,Audi
Mumbai,46810,Petrol,Manual,First,9.8,1995.0,163.5,5.0,3.95,17,Maruti
Coimbatore,62767,Diesel,Manual,First,20.34,1498.0,103.2,5.0,9.75,9,Volkswagen
Kochi,18553,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.93,7,Hyundai
Coimbatore,53497,Diesel,Manual,First,13.5,2477.0,175.56,7.0,16.42,10,Mitsubishi
Pune,95000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.21,13,Mahindra
Chennai,100000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,13.5,10,Toyota
Bangalore,87000,Diesel,Manual,First,12.05,2179.0,120.0,7.0,7.4,11,Mahindra
Kochi,56838,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.15,11,Honda
Kolkata,125000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.25,14,Honda
Kolkata,17000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,3.95,8,Maruti
Pune,70000,Petrol,Manual,Second,15.4,1193.0,65.0,5.0,1.5,12,Tata
Pune,50000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.0,15,Hyundai
Kolkata,39800,Petrol,Manual,First,16.0,1198.0,90.0,5.0,1.99,15,Honda
Kolkata,60000,Petrol,Manual,First,19.0,998.0,66.1,5.0,1.35,15,Maruti
Hyderabad,58000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,13.5,16,BMW
Hyderabad,110009,Diesel,Manual,First,17.67,1968.0,138.08,5.0,6.99,15,Skoda
Hyderabad,85000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,8.5,12,Nissan
Pune,84000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,2.89,15,Volkswagen
Mumbai,51000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10.5,14,BMW
Kochi,68880,Petrol,Manual,First,16.95,1498.0,97.7,5.0,3.97,12,Nissan
Chennai,5500,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4.25,8,Maruti
Coimbatore,40052,Petrol,Manual,First,21.1,1197.0,85.8,5.0,6.17,9,Maruti
Hyderabad,79663,Diesel,Manual,First,16.8,1493.0,110.0,5.0,6.5,12,Hyundai
Jaipur,63000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.25,12,Honda
Kolkata,45000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,4.75,11,Honda
Kochi,56501,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,17.71,11,Toyota
Jaipur,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,5.85,10,Volkswagen
Coimbatore,51602,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.27,14,BMW
Hyderabad,74199,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,9.25,18,BMW
Ahmedabad,25000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,12.75,8,Hyundai
Hyderabad,22000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95,8,Maruti
Hyderabad,47020,Petrol,Manual,Second,23.1,998.0,67.04,5.0,4.5,10,Maruti
Delhi,73000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,17.51,15,Audi
Kochi,36973,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.8,8,Honda
Coimbatore,42083,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.68,11,Tata
Chennai,61000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,9,Maruti
Mumbai,43628,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.16,11,Maruti
Jaipur,60000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.9,11,Hyundai
Delhi,54000,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,1.95,15,Chevrolet
Chennai,52000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,9.0,15,Volkswagen
Hyderabad,80000,Diesel,Manual,First,21.27,1396.0,88.76,5.0,4.5,13,Hyundai
Chennai,3300,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,11.5,7,Maruti
Delhi,35027,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.0,9,Maruti
Coimbatore,26568,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.79,10,Hyundai
Ahmedabad,59000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.0,10,Maruti
Bangalore,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.25,9,Hyundai
Delhi,56400,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,8.0,13,Skoda
Hyderabad,80000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.8,10,Volkswagen
Delhi,72000,Diesel,Automatic,Third,18.48,,,,13.85,13,BMW
Hyderabad,107000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,13.5,12,Toyota
Kochi,59998,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.49,9,Volkswagen
Hyderabad,105000,Diesel,Automatic,First,17.32,1968.0,150.0,5.0,19.0,12,Audi
Kolkata,36000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.5,14,Hyundai
Kolkata,24350,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,3.0,10,Hyundai
Kochi,28973,Diesel,Manual,First,24.7,1047.0,69.0,5.0,6.64,7,Tata
Kochi,8243,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.21,8,Hyundai
Hyderabad,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.59,14,Hyundai
Chennai,100000,Diesel,Manual,Second,12.7,2609.0,120.0,8.0,4.0,17,Mahindra
Jaipur,48689,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87,15,Honda
Bangalore,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.75,8,Maruti
Chennai,43800,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,16.75,14,Mercedes-Benz
Jaipur,92000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,1.9,18,Honda
Kochi,14064,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.59,8,Hyundai
Jaipur,76551,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.25,11,Honda
Pune,72672,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.9,17,Hyundai
Kolkata,45000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.55,10,Maruti
Hyderabad,91696,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,9.25,13,Ford
Kochi,66484,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.65,16,Ford
Mumbai,55000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,16.0,14,Mercedes-Benz
Kochi,21112,CNG,Manual,First,15.1,1196.0,73.0,5.0,5.38,6,Maruti
Pune,98000,Petrol,Manual,First,16.7,,,,3.15,14,Honda
Ahmedabad,61297,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.35,11,Honda
Hyderabad,80000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,1.2,19,Maruti
Jaipur,59000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,4.1,12,Hyundai
Coimbatore,60083,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.78,8,Hyundai
Kolkata,85450,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.0,9,Maruti
Jaipur,88000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.33,12,Maruti
Kochi,81828,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.43,10,Hyundai
Mumbai,18000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.9,9,Ford
Ahmedabad,46000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.1,10,Hyundai
Hyderabad,48158,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.7,12,Hyundai
Ahmedabad,71007,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.9,12,Nissan
Pune,63067,Petrol,Manual,Second,15.5,1586.0,103.3,5.0,2.7,15,Maruti
Hyderabad,70259,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95,14,Tata
Jaipur,130000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.5,10,Maruti
Delhi,89401,Diesel,Manual,First,21.43,1364.0,87.2,5.0,4.5,14,Toyota
Hyderabad,67000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.9,10,Honda
Jaipur,72000,Petrol,Manual,First,16.25,1198.0,73.9,5.0,2.21,15,Skoda
Jaipur,70000,Petrol,Manual,Third,0.0,1242.0,,5.0,0.55,24,Fiat
Mumbai,82000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,13.9,14,Land
Pune,85000,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.46,15,Ford
Pune,83000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.0,13,Hyundai
Jaipur,26000,Petrol,Manual,First,21.7,999.0,67.0,5.0,3.0,9,Renault
Delhi,27000,Diesel,Manual,First,22.3,1248.0,88.8,5.0,3.5,13,Tata
Kochi,37746,Diesel,Manual,First,21.19,1396.0,88.73,5.0,7.59,7,Hyundai
Mumbai,63274,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,1.99,16,Maruti
Hyderabad,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.8,9,Renault
Bangalore,45010,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.95,12,Hyundai
Delhi,75348,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.75,12,Honda
Kolkata,90110,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.5,15,Volkswagen
Pune,102013,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,14,Honda
Kochi,37578,Petrol,Manual,First,18.0,1198.0,86.7,5.0,6.14,8,Honda
Pune,46001,Diesel,Automatic,First,20.58,1995.0,143.0,5.0,16.0,10,BMW
Hyderabad,46559,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.75,11,Maruti
Mumbai,48000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75,10,Toyota
Hyderabad,15000,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.9,8,Honda
Chennai,85000,Diesel,Automatic,Third,17.05,1995.0,184.0,5.0,10.0,13,BMW
Mumbai,32000,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,5.55,11,Skoda
Kochi,60818,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.59,13,Volkswagen
Coimbatore,35188,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.13,6,Ford
Jaipur,110000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.2,13,Mahindra
Mumbai,61000,Diesel,Manual,First,18.6,1388.0,67.0,5.0,2.98,11,Ford
Pune,75000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.7,15,Hyundai
Pune,69966,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.95,22,Maruti
Mumbai,42000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,9.25,9,Honda
Bangalore,48000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,16.25,11,Hyundai
Chennai,128000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,4.25,20,Toyota
Bangalore,78000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,7.2,17,BMW
Hyderabad,53080,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.4,14,Maruti
Pune,66000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,4.25,14,Volkswagen
Ahmedabad,25000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.35,13,Maruti
Coimbatore,36139,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,6.3,9,Hyundai
Delhi,44000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.5,8,Hyundai
Ahmedabad,50000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,7.5,17,Audi
Delhi,81177,Diesel,Manual,First,16.0,1997.0,140.0,7.0,11.25,9,Mahindra
Mumbai,26000,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,7.65,9,Ford
Mumbai,100000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.5,9,Hyundai
Hyderabad,75000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,7.5,11,Volkswagen
Kochi,119859,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,7.1,21,Mercedes-Benz
Mumbai,55980,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.25,15,Hyundai
Pune,49700,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,4.18,13,Hyundai
Chennai,79000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,6.5,12,Hyundai
Delhi,65100,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.15,15,Honda
Pune,54161,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.64,9,Maruti
Hyderabad,28619,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.4,14,Maruti
Mumbai,9000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,4.25,9,Maruti
Kochi,42876,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.31,9,Hyundai
Bangalore,64000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.39,14,Maruti
Kochi,20488,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.64,7,Volkswagen
Delhi,21000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.21,9,Maruti
Jaipur,119203,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,16.5,13,Land
Kochi,55987,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,8.22,14,Honda
Mumbai,32000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,8.5,10,Honda
Mumbai,10400,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.51,10,Honda
Mumbai,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.65,12,Maruti
Kochi,55101,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,8.4,12,Toyota
Bangalore,57464,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.75,11,Toyota
Jaipur,110000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.11,19,Maruti
Kochi,17941,Petrol,Manual,First,15.7,,,,3.93,8,Fiat
Mumbai,72000,Petrol,Automatic,First,12.0,1991.0,184.0,5.0,17.25,11,Mercedes-Benz
Kochi,62020,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.45,14,Hyundai
Kochi,14223,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.32,7,Hyundai
Jaipur,41210,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.4,11,Honda
Coimbatore,18043,Petrol,Manual,First,22.74,796.0,47.3,5.0,4.12,9,Maruti
Chennai,80000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.5,9,Toyota
Hyderabad,21000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.2,9,Hyundai
Hyderabad,104000,Petrol,Manual,Second,15.0,970.0,,5.0,0.85,27,Maruti
Chennai,95000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.8,15,Hyundai
Pune,32000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.8,10,Hyundai
Pune,80000,Petrol,Manual,Second,17.0,,,,0.9,22,Hyundai
Hyderabad,122800,Diesel,Manual,First,25.01,1498.0,89.75,5.0,5.65,11,Ford
Ahmedabad,78000,Diesel,Manual,Second,15.0,2148.0,,5.0,14.5,14,Mercedes-Benz
Ahmedabad,69000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.9,10,Maruti
Pune,65000,Diesel,Manual,Second,23.59,1364.0,67.04,5.0,5.0,10,Toyota
Ahmedabad,23000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.9,10,Hyundai
Ahmedabad,70000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.25,16,Honda
Delhi,56000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.45,13,Hyundai
Pune,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.5,12,Maruti
